occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,class,order,family,genus,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,environment,tectonic_setting,geology_comments,time_bins,time_contain,time_major,time_buffer,time_overlap,created,modified
183882,occ,30245,,17994,Menoceras barbouri,species,45659,Hemingfordian,,18.5,16.3,Prothero,2005,51726,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Menoceras,-104.5,43,US,Wyoming,Niobrara,based on political unit,1,,N of Pine Ridge,terrestrial indet.,,,Burdigalian,Burdigalian,Burdigalian,Burdigalian,Burdigalian,06/08/2014 15:14,06/08/2014 15:14
184083,occ,,,18027,Peraceras,genus,43216,Barstovian,,16.3,12.5,Voorhies,1990,3510,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Peraceras,-100,42.700001,US,Nebraska,Brown,based on political unit,1,small collection,,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",15/05/2002 00:00,15/05/2002 02:00
184122,occ,,,18031,Peraceras,genus,43216,Barstovian,,16.3,12.5,Voorhies,1990,3510,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Peraceras,-98.110001,42.490002,US,Nebraska,Knox,stated in text,2,small collection,"""NW1/4 sec. 23, T. 33 N., R. 3 W., Knox Co."" (Voorhies 1971)",fluvial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",15/05/2002 00:00,15/03/2013 14:14
184123,occ,5336,,18031,Teleoceras,genus,43226,Barstovian,,16.3,12.5,Alroy,2002,6294,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-98.110001,42.490002,US,Nebraska,Knox,stated in text,2,small collection,"""NW1/4 sec. 23, T. 33 N., R. 3 W., Knox Co."" (Voorhies 1971)",fluvial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",03/06/2002 00:35,03/06/2002 02:35
184139,occ,,,18033,Aphelops mutilus,species,44174,Hemphillian,,9.4,4.7,Skinner et al.,1977,3175,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-103.800003,42.400002,US,Nebraska,Sioux,based on political unit,1,,Aphelops Draw,terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/05/2002 00:00,14/05/2024 13:13
184163,occ,,,18034,Aphelops malacorhinus,species,44170,Hemphillian,,9.4,4.7,Prothero,1989,6328,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-99.800003,36.099998,US,Oklahoma,Ellis,based on political unit,1,,East Branch of Corn Creek,terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/05/2002 00:00,15/05/2002 02:00
184164,occ,,,18034,Teleoceras fossiger,species,44165,Hemphillian,,9.4,4.7,Prothero,1989,6328,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-99.800003,36.099998,US,Oklahoma,Ellis,based on political unit,1,,East Branch of Corn Creek,terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/05/2002 00:00,15/05/2002 02:00
184189,occ,,,18038,Teleoceras major,species,52114,Miocene,,23.03,5.333,Tabrum,1981,3356,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100.699997,43.200001,US,South Dakota,Todd,based on political unit,1,small collection,,terrestrial indet.,,,-,-,-,-,"Aquitanian, Burdigalian, Langhian, Serravallian, Tortonian, Messinian",15/05/2002 00:00,15/05/2002 02:00
184195,occ,,,18040,Teleoceras major,species,52114,Miocene,,23.03,5.333,Tabrum,1981,3356,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100.699997,43.200001,US,South Dakota,Todd,based on political unit,1,small collection,,terrestrial indet.,,,-,-,-,-,"Aquitanian, Burdigalian, Langhian, Serravallian, Tortonian, Messinian",15/05/2002 00:00,15/05/2002 02:00
184238,occ,,,18046,Teleoceras,genus,43226,Hemphillian,,9.4,4.7,Liggett,1997,2228,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-99.900002,37.200001,US,Kansas,Clark,based on political unit,1,,,fluvial indet.,,"""slow moving river""",-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/05/2002 00:00,14/05/2013 07:41
184239,occ,,,18046,Aphelops,genus,43190,Hemphillian,,9.4,4.7,Liggett,1997,2228,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-99.900002,37.200001,US,Kansas,Clark,based on political unit,1,,,fluvial indet.,,"""slow moving river""",-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/05/2002 00:00,14/05/2013 07:41
184257,occ,,,18055,Teleoceras,genus,43226,Hemphillian,,9.4,4.7,Zakrzewski,1988,3794,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-99.400002,38.900002,US,Kansas,Ellis,based on political unit,1,,15.2 km W of Hays,terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/05/2002 00:00,15/05/2002 02:00
184276,occ,,,18060,Teleoceras major,species,52114,Clarendonian,,12.5,9.4,Prothero,1989,6328,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100.800003,42.799999,US,Nebraska,Cherry,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,15/05/2002 02:00
184284,occ,,,18061,Teleoceras,genus,43226,Clarendonian,,12.5,9.4,Webb,1969,3564,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100.800003,42.799999,US,Nebraska,Cherry,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,15/05/2002 02:00
184306,occ,5397,,18063,Teleoceras major,species,52114,Clarendonian,,12.5,9.4,Voorhies,1985,3505,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-101.800003,43.200001,US,South Dakota,Bennett,based on political unit,1,,SW of Martin,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",03/06/2002 00:35,03/06/2002 02:35
184325,occ,,,18065,Teleoceras major,species,52114,Clarendonian,Hemphillian,12.5,4.7,Leite,1990,2218,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-101.800003,41.200001,US,Nebraska,Keith,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,Tortonian,"Serravallian, Tortonian, Messinian, Zanclean",15/05/2002 00:00,15/05/2002 02:00
184360,occ,,,18066,Teleoceras major,species,52114,Late Clarendonian,,12.5,9.4,Voorhies,1990,3510,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-98.097397,42.386299,US,Nebraska,Antelope,based on nearby landmark,4,small collection,"within 2 km of Pocket Mouse Burrows, which are in sec 23 T28N R7W (basis of coordinate)","""channel""",,illustrated as within or just above a channel lag,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,15/05/2002 02:00
184405,occ,,,18072,Aphelops malacorhinus,species,44170,Hemphillian,,9.4,4.7,Prothero,1989,6328,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-100.099998,36.099998,US,Texas,Lipscomb,based on political unit,1,,"S of Wolf Creek, 9 mi NW of Higgins",terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/05/2002 00:00,14/05/2024 14:36
184406,occ,,,18072,Teleoceras fossiger,species,44165,Hemphillian,,9.4,4.7,Prothero,1989,6328,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100.099998,36.099998,US,Texas,Lipscomb,based on political unit,1,,"S of Wolf Creek, 9 mi NW of Higgins",terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/05/2002 00:00,14/05/2024 14:36
184412,occ,,,18073,Aphelops,genus,43190,Hemphillian,,9.4,4.7,Winkler,1990,3715,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-101.5,33.700001,US,Texas,Crosby and Lubbock,based on political unit,1,,Yellow House and Blanco Canyon areas,terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/05/2002 00:00,15/05/2002 02:00
184443,occ,,,18076,Rhinocerotidae,family,43187,Late Hemphillian,,9.4,4.7,Hibbard,1954,1874,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,,-100.26889,36.92889,US,Oklahoma,Beaver,stated in text,seconds,small collection,"NE1/4 SW1/4 sec 5 T5N R26E, on the west side of Buckshot Arroyo",terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/05/2002 00:00,30/09/2009 15:11
184464,occ,30270,,18077,Teleoceras medicornutum,species,52115,Barstovian,Clarendonian,16.3,9.4,Prothero,2005,51726,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100.800003,42.799999,US,Nebraska,Cherry,based on political unit,1,small collection,,terrestrial indet.,,,-,-,-,"Langhian, Serravallian, Tortonian","Burdigalian, Langhian, Serravallian, Tortonian",07/08/2014 12:59,07/08/2014 12:59
184483,occ,,,18080,Rhinocerotidae,family,43187,Miocene,,23.03,5.333,Tabrum,1981,3356,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,,-101.800003,43.200001,US,South Dakota,Bennett,based on political unit,1,small collection,,terrestrial indet.,,,-,-,-,-,"Aquitanian, Burdigalian, Langhian, Serravallian, Tortonian, Messinian",15/05/2002 00:00,15/05/2002 02:00
184508,occ,,,18082,Teleoceras,genus,43226,Clarendonian,,12.5,9.4,Voorhies,1990,3510,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-99.699997,42.799999,US,Nebraska,Keya Paha,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,15/05/2002 02:00
184551,occ,,,18086,Aphelops mutilus,species,44174,Hemphillian,,9.4,4.7,Voorhies,1990,3510,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-100.5,40.5,US,Nebraska,Frontier,based on political unit,1,,"Keith's Farm, near Freedom",terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/05/2002 00:00,09/10/2018 13:50
184552,occ,,,18086,Teleoceras hicksi,species,52113,Hemphillian,,9.4,4.7,Voorhies,1990,3510,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100.5,40.5,US,Nebraska,Frontier,based on political unit,1,,"Keith's Farm, near Freedom",terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/05/2002 00:00,22/03/2019 16:09
184574,occ,,,18089,Peraceras superciliosum,species,50112,Barstovian,,16.3,12.5,Voorhies et al.,1987,781,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Peraceras,-103.800003,41.5,US,Nebraska,Banner,based on political unit,1,small collection,Hottell Ranch,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",15/05/2002 00:00,04/03/2013 23:10
184600,occ,,,18090,Aphelops megalodus,species,43701,Barstovian,,16.3,12.5,Voorhies,1990,3510,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-100,42.700001,US,Nebraska,Brown,based on political unit,1,small collection,,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",15/05/2002 00:00,15/05/2002 02:00
184601,occ,5490,,18090,Peraceras superciliosum,species,50112,Barstovian,,16.3,12.5,Alroy,2002,6294,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Peraceras,-100,42.700001,US,Nebraska,Brown,based on political unit,1,small collection,,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",03/06/2002 00:35,03/06/2002 02:35
184602,occ,5491,,18090,Teleoceras,genus,43226,Barstovian,,16.3,12.5,Alroy,2002,6294,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100,42.700001,US,Nebraska,Brown,based on political unit,1,small collection,,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",03/06/2002 00:35,03/06/2002 02:35
184621,occ,,,18092,Aphelops,genus,43190,Clarendonian,,12.5,9.4,Voorhies,1990,3510,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-98,42.599998,US,Nebraska,Knox,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,12/05/2024 17:53
184622,occ,,,18092,Teleoceras major,species,52114,Clarendonian,,12.5,9.4,Voorhies,1990,3510,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-98,42.599998,US,Nebraska,Knox,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,12/05/2024 17:53
184657,occ,,,18095,Teleoceras,genus,43226,Clarendonian,,12.5,9.4,Skinner and Johnson,1984,6193,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100,42.700001,US,Nebraska,Brown,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,09/05/2011 20:55
184676,occ,,,18096,Teleoceras,genus,43226,Clarendonian,,12.5,9.4,Schultz,1977,3082,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-101.900002,35.400002,US,Texas,Potter,based on political unit,1,,S of the Canadian River,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,15/05/2002 02:00
184716,occ,5521,,18097,Aphelops mutilus,species,44174,Hemphillian,,9.4,4.7,Prothero et al.,1989,6274,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-100.199997,35.900002,US,Texas,Hemphill,based on political unit,1,,,terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",03/06/2002 00:35,03/06/2002 02:35
184717,occ,31160,,18097,Teleoceras guymonense,species,297188,Hemphillian,,9.4,4.7,Prothero,2005,51726,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100.199997,35.900002,US,Texas,Hemphill,based on political unit,1,,,terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",13/05/2015 13:36,13/05/2015 13:36
184722,occ,30262,,18098,Aphelops megalodus,species,43701,Clarendonian,,12.5,9.4,Prothero,2005,51726,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-100.099998,36.099998,US,Texas,Lipscomb,based on political unit,1,,south of Higgins,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",07/08/2014 09:26,07/08/2014 09:26
184748,occ,,,18104,Rhinocerotidae,family,43187,Clarendonian,,12.5,9.4,Winkler,1990,3715,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,,-101.5,33.700001,US,Texas,Crosby and Lubbock,based on political unit,1,,Blanco Canyon and Yellow Canyon areas,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,15/05/2002 02:00
184759,occ,,,18105,Teleoceras,genus,43226,Miocene,,23.03,5.333,Hesse,1936,1831,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100.5,36.799999,US,Oklahoma,Beaver,based on political unit,1,small collection,,terrestrial indet.,,,-,-,-,-,"Aquitanian, Burdigalian, Langhian, Serravallian, Tortonian, Messinian",15/05/2002 00:00,15/05/2002 02:00
184774,occ,,,18107,Teleoceras major,species,52114,Clarendonian,,12.5,9.4,Mead,1999,2546,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-98,42.599998,US,Nebraska,Knox,based on political unit,1,small collection,county assignment uncertain,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,15/05/2002 02:00
184781,occ,,,18108,Teleoceras,genus,43226,Clarendonian,,12.5,9.4,Webb,1969,3564,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100.800003,42.799999,US,Nebraska,Cherry,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,15/05/2002 02:00
184782,occ,,,18108,Aphelops megalodus,species,43701,Clarendonian,,12.5,9.4,Prothero,1989,6328,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-100.800003,42.799999,US,Nebraska,Cherry,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,15/05/2002 02:00
184828,occ,,,18117,Teleoceras,genus,43226,Barstovian,,16.3,12.5,Harksen and Green,1971,1791,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-101.800003,43.200001,US,South Dakota,Bennett,based on political unit,1,small collection,,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",15/05/2002 00:00,15/05/2002 02:00
184896,occ,30269,,18124,Teleoceras medicornutum,species,52115,Barstovian,,16.3,12.5,Prothero,2005,51726,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100,42.700001,US,Nebraska,Brown,based on political unit,1,small collection,Dutch Creek,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",07/08/2014 12:50,07/08/2014 12:50
184940,occ,,,18126,Aphelops mutilus,species,44174,Late Hemphillian,,9.4,4.7,Voorhies,1990,3510,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-97.728897,42.8214,US,Nebraska,Knox,stated in text,4,outcrop,"SE 1/4 NW 1/4 sec 24 T33N R4W: Parmley 1992\nfrom ""weathered channels along both sides of"" an airstrip that is ""1.5 km long"": Holman and Parmley 2005",terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/05/2002 00:00,15/05/2002 02:00
184941,occ,5588,,18126,Teleoceras fossiger,species,44165,Late Hemphillian,,9.4,4.7,Mead,1999,2546,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-97.728897,42.8214,US,Nebraska,Knox,stated in text,4,outcrop,"SE 1/4 NW 1/4 sec 24 T33N R4W: Parmley 1992\nfrom ""weathered channels along both sides of"" an airstrip that is ""1.5 km long"": Holman and Parmley 2005",terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",03/06/2002 00:35,03/06/2002 02:35
184951,occ,,,18128,Teleoceras,genus,43226,Clarendonian,Hemphillian,12.5,4.7,Swinehart and Diffendal,1987,3343,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-103.099998,41.700001,US,Nebraska,Morrill,based on political unit,1,,,terrestrial indet.,,,Tortonian,-,Tortonian,Tortonian,"Serravallian, Tortonian, Messinian, Zanclean",15/05/2002 00:00,15/05/2002 02:00
185026,occ,30264,,18140,Aphelops mutilus,species,44174,Hemphillian,,9.4,4.7,Prothero,2005,51726,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-101.699997,39.299999,US,Kansas,Sherman,based on political unit,1,,,terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",07/08/2014 09:58,07/08/2014 09:58
185027,occ,31159,,18140,Teleoceras guymonense,species,297188,Hemphillian,,9.4,4.7,Prothero,2005,51726,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-101.699997,39.299999,US,Kansas,Sherman,based on political unit,1,,,terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",13/05/2015 13:35,13/05/2015 13:35
185060,occ,5629,,18141,Teleoceras,genus,43226,Barstovian,,16.3,12.5,Voorhies,1990,3510,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100.050499,42.806099,US,Nebraska,Brown,stated in text,4,small collection,SE corner NE 1/4 SW 1/4 sec 29 T33N R23W,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",03/06/2002 00:35,03/06/2002 02:35
185091,occ,30267,,18149,Peraceras superciliosum,species,50112,Clarendonian,,12.5,9.4,Prothero,2005,51726,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Peraceras,-101.800003,36,US,Texas,Moore,based on political unit,1,,"South Plum Creek, 4 mi ENE of Exell",terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",07/08/2014 12:02,07/08/2014 12:02
185104,occ,,,18156,Teleoceras,genus,43226,Clarendonian,,12.5,9.4,Voorhies,1990,3510,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100.800003,42.799999,US,Nebraska,Cherry,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,15/05/2002 02:00
185125,occ,,,18158,Aphelops,genus,43190,Hemphillian,,9.4,4.7,Voorhies,1990,3510,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-101.716667,41.133331,US,Nebraska,Keith,based on political unit,minutes,,near Ogallala (basis of coordinate),terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/05/2002 00:00,15/05/2002 02:00
185126,occ,,,18158,Teleoceras fossiger,species,44165,Hemphillian,,9.4,4.7,Voorhies,1990,3510,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-101.716667,41.133331,US,Nebraska,Keith,based on political unit,minutes,,near Ogallala (basis of coordinate),terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/05/2002 00:00,15/05/2002 02:00
185137,occ,,,18159,Teleoceras,genus,43226,Clarendonian,,12.5,9.4,Webb,1969,3564,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100.800003,42.799999,US,Nebraska,Cherry,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,15/05/2002 02:00
185151,occ,,,18160,Aphelops,genus,43190,Barstovian,,16.3,12.5,Green,1977,1713,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-99.300003,43.299999,US,South Dakota,Gregory,based on political unit,1,,,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",15/05/2002 00:00,15/05/2002 02:00
185199,occ,5665,,18164,Peraceras superciliosum,species,50112,Barstovian,,16.3,12.5,Alroy,2002,6294,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Peraceras,-98.800003,42.900002,US,Nebraska,Boyd,based on political unit,1,small collection,,terrestrial indet.,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",03/06/2002 00:35,03/06/2002 02:35
185240,occ,,,18166,Aphelops,genus,43190,Hemphillian,,9.4,4.7,Bennett,1979,1058,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-101.699997,38.900002,US,Kansas,Wallace,based on political unit,1,small collection,,terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/05/2002 00:00,15/05/2002 02:00
185268,occ,30265,,18175,Aphelops mutilus,species,44174,Hemphillian,,9.4,4.7,Prothero,2005,51726,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aphelops,-101.300003,35,US,Texas,Armstrong,based on political unit,1,outcrop,"Charles Goodnight Ranch; Mulberry Creek; Mulberry Canyon - described as ""near Goodnight's"" by Cope.",terrestrial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",07/08/2014 09:59,07/08/2014 09:59
185281,occ,,,18176,Teleoceras major,species,52114,Clarendonian,,12.5,9.4,Prothero,1989,6328,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-100.800003,42.799999,US,Nebraska,Cherry,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,15/05/2002 02:00
185290,occ,,,18178,Teleoceras major,species,52114,Clarendonian,,12.5,9.4,Mead,1999,2546,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-102.400002,41.400002,US,Nebraska,Garden,based on political unit,1,,county assignment uncertain,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,15/05/2002 02:00
185302,occ,,,18180,Teleoceras,genus,43226,Clarendonian,Hemphillian,12.5,4.7,Leite,1990,2218,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-101.800003,41.200001,US,Nebraska,Keith,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,Tortonian,"Serravallian, Tortonian, Messinian, Zanclean",15/05/2002 00:00,15/05/2002 02:00
185313,occ,5696,,18181,Teleoceras,genus,43226,Clarendonian,Hemphillian,12.5,4.7,Alroy,2002,6294,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-103.099998,41.700001,US,Nebraska,Morrill,based on political unit,1,small collection,,terrestrial indet.,,,Tortonian,-,Tortonian,Tortonian,"Serravallian, Tortonian, Messinian, Zanclean",03/06/2002 00:35,03/06/2002 02:35
185316,occ,,,18182,Teleoceras,genus,43226,Miocene,,23.03,5.333,Tabrum,1981,3356,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-99.300003,43.299999,US,South Dakota,Gregory,based on political unit,1,small collection,,terrestrial indet.,,,-,-,-,-,"Aquitanian, Burdigalian, Langhian, Serravallian, Tortonian, Messinian",15/05/2002 00:00,15/05/2002 02:00
185330,occ,,,18186,Peraceras,genus,43216,Clarendonian,,12.5,9.4,Zakrzewski,1988,3794,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Peraceras,-99.400002,39.799999,US,Kansas,Phillips,based on political unit,1,,13.6 km NE of Phillipsburg,terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",15/05/2002 00:00,15/05/2002 02:00
