occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,class,order,family,genus,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,environment,tectonic_setting,geology_comments,time_bins,time_contain,time_major,time_buffer,time_overlap,created,modified
374359,occ,,,35374,Stephanorhinus etruscus,species,54872,Villanyian,,3.1,2.58,Janossy,1986,9534,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Stephanorhinus,18.383333,46.966667,HU,Fejer,,based on nearby landmark,seconds,,the locality is really 'a series of gravel pits dug among houses at the southern end of the village of Kislang' (on which the co-ordinates are based).,,,"'Below a thin layer of soil, there is a 1-2m thick Upper Pleistocene layer and below that are several meters of sand conglomerate containing a gravel layer 0.2-1m wide with a layer of clay and lime concentrate.'",Piacenzian,Piacenzian,Piacenzian,Piacenzian,Piacenzian,08/12/2003 08:58,14/02/2023 13:46
374388,occ,12474,,35380,Stephanorhinus etruscus,species,54872,Villanyian,,3.1,2.58,O'Regan,2003,9580,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Stephanorhinus,18.9,47.25,HU,Fejer,,based on nearby landmark,seconds,,"Ercsi is on the river Duna, south of Budapest.",fluvial indet.,,"'the overlying sediment is loess, whereas the underlying rock is Pannonian clay.' ",Piacenzian,Piacenzian,Piacenzian,Piacenzian,Piacenzian,08/04/2005 04:44,08/04/2005 06:44
374933,occ,,,34583,Dihoplus megarhinus,species,54850,Quaternary,,2.58,0,Holec,1985,9130,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Dihoplus,18.417,47.900002,SK,,,based on nearby landmark,3,outcrop,"in the NW part of the Hronska pahorkatina upland, about 2 km SSE of the Village Strekov",lacustrine indet.,,,-,-,-,"Gelasian, Calabrian, Chibanian, Late Pleistocene, Holocene","Gelasian, Calabrian, Chibanian, Late Pleistocene, Holocene",11/12/2003 13:53,11/12/2003 15:53
375055,occ,,,35428,Rhinoceros,genus,43222,Early Pleistocene,,2.58,0.774,Janossy,1986,9534,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,20.75,48.516666,HU,Borsodabaujzemplen,,based on nearby landmark,seconds,,"Osztramos Hill 'rises insularly above the basin of the Upper Bodva between Tornaszentandras and Bodvarako, as the northernmost member of the Rudabanya mountains (in the very north of Hungary).' ",,,,Calabrian,-,Calabrian,"Gelasian, Calabrian","Gelasian, Calabrian",12/12/2003 07:07,12/12/2003 09:07
375152,occ,,,35431,Stephanorhinus etruscus,species,54872,Early Pleistocene,,2.58,0.774,Janossy,1986,9534,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Stephanorhinus,20.75,48.516666,HU,Borsodabaujzemplen,,based on nearby landmark,seconds,,"Osztramos Hill rises insularly above the basin of the Upper Bodva between Tornaszentandras and Bodvarako, as the northernmost member of the Rudabanya mountains (in the very north of Hungary). ",,,"The horizontal cave, about 100m long, is situated at an elevation of about 305m. At the very end of the hollow system, red clay dug out of the cleft communicating with the cave was found to contain the locality no. 8 of vertebrate fossils. ",Calabrian,-,Calabrian,"Gelasian, Calabrian","Gelasian, Calabrian",15/12/2003 04:42,17/08/2023 04:23
375642,occ,12514,,35457,Stephanorhinus etruscus,species,54872,Early Pleistocene,,2.58,0.774,O'Regan,2003,9580,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Stephanorhinus,18.450001,45.866669,HU,Barany,,based on nearby landmark,seconds,,"Somssich Hill lies approximately 500m SW of the village of Villany (on which the co-ordinates are based). Locality 2 is on the northern slope of the hill, near locality 1. 'situated about 9m east (90 degrees) of the southeastern-eastern corner of a press house, itself about 50m east of elevation point 180.2m.'",,,'the site was made up of a hollow filling left by quarrying of Malm (Oxfordian) limestone.',Calabrian,-,Calabrian,"Gelasian, Calabrian","Gelasian, Calabrian",08/04/2005 04:57,08/04/2005 06:57
376046,occ,12475,,35474,Stephanorhinus etruscus,species,54872,Middle Pleistocene,,0.774,0.129,O'Regan,2003,9580,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Stephanorhinus,19.016666,47.599998,HU,Budapest,,based on nearby landmark,seconds,,"'Uromhegy, on the outskirts of Budapest (co-ordinates based on the village of Urom), rises to about 175-180m a.s.l., and a limestone table about 1,200m long and ca. 600m wide is deposited on the eroded surface of Middle Oligocene Kiscell clay.' (Originally in Hungarian by Schreter (1953), translated into English by Janossy (1986)). The material was collected from 'the last of the northeasterly series of small quarries established in the lime mud layer.'",,,,Chibanian,Chibanian,Chibanian,Chibanian,Chibanian,08/04/2005 04:44,08/04/2005 06:44
376051,occ,12476,,35475,Stephanorhinus etruscus,species,54872,Pleistocene,,2.58,0.0117,O'Regan,2003,9580,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Stephanorhinus,19.049999,47.616669,HU,Fejer,,based on nearby landmark,seconds,,"'the so-called Harapovacs limestone table of the Monalovachegy, about 2km west of Budakalasz (on which the co-ordinates are based) lies at an altitude of 195-230m a.s.l. and consists of rather broken rocks of a series of Upper Oligocene sandy layers. The locality is in the southeastern quarry, previously known as 'Fabro and Lendvai'.",fluvial-lacustrine indet.,,,-,-,-,"Gelasian, Calabrian, Chibanian, Late Pleistocene","Gelasian, Calabrian, Chibanian, Late Pleistocene",08/04/2005 04:44,08/04/2005 06:44
377055,occ,,,17860,Diceratherium,genus,43198,Chattian,,27.82,23.03,MacFadden and Morgan,2003,9613,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Diceratherium,-82.800003,30.200001,US,Florida,Columbia/Hamilton,based on political unit,1,small collection,"middle of Suwanee River\n""small site (<100 m2)""",marginal marine indet.,,,Chattian,Chattian,Chattian,Chattian,Chattian,26/12/2003 16:40,27/10/2011 10:06
379670,occ,,,35907,Stephanorhinus etruscus,species,54872,Early Pleistocene,Middle Pleistocene,2.58,0.129,von Koenigswald and Heinrich,1999,9643,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Stephanorhinus,16.799999,49.400002,CZ,,,stated in text,minutes,,near Holstejn,,,,-,-,-,"Gelasian, Calabrian, Chibanian","Gelasian, Calabrian, Chibanian",09/01/2004 08:29,09/01/2004 10:29
379786,occ,,,35923,Rhinoceros sinensis,species,438869,Pleistocene,,2.58,0.0117,Wan,1985,9644,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,115.400002,26,CN,Jiangxi,Yudu Xian,estimated from map,degrees,outcrop,"China, Yudu Xian (Yudu county), 15 km from the city Yudu",fissure fill,,"The fissures' hostrock is limestone, which is surrounded by a field of breccia.",-,-,-,"Gelasian, Calabrian, Chibanian, Late Pleistocene","Gelasian, Calabrian, Chibanian, Late Pleistocene",11/01/2004 08:19,11/01/2004 10:19
379917,occ,,,35928,Coelodonta antiquitatis,species,54846,Late Pleistocene,,0.129,0.0117,Huang et al.,1989,9658,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Coelodonta,110,40.66,CN,Nei Mongol,Baotou,estimated from map,2,outcrop,"China, Inner Mongolia (province), Baotou county, Donghe district, Houshuigou",terrestrial indet.,,,Late Pleistocene,Late Pleistocene,Late Pleistocene,Late Pleistocene,Late Pleistocene,12/01/2004 06:06,12/01/2004 08:06
379963,occ,,,35965,Coelodonta antiquitatis,species,54846,Late Pleistocene,,0.129,0.0117,Huang et al.,1989,9658,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Coelodonta,110,40.66,CN,Nei Mongol,Baotou,estimated from map,2,outcrop,"China, Inner Mongolia, Baotou county, Donghe district, Houshuigou",terrestrial indet.,,,Late Pleistocene,Late Pleistocene,Late Pleistocene,Late Pleistocene,Late Pleistocene,12/01/2004 07:14,12/01/2004 09:14
380816,occ,,,36134,Dihoplus kirchbergensis,species,54852,Middle Pleistocene,,0.774,0.129,Mallegni,1986,9695,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Dihoplus,12.3,41.883331,IT,Lazio Region,Rome district,based on nearby landmark,minutes,small collection,"In the city of Rome, at the level of the modern Viale Etiopia (Place Addis Abeba)",fluvial indet.,,,Chibanian,Chibanian,Chibanian,Chibanian,Chibanian,14/01/2004 09:07,13/04/2004 00:36
380855,occ,,,36139,Aceratherium,genus,43188,Late Miocene,,11.63,5.333,Macarovici,1936,9700,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aceratherium,28.700001,46.700001,MD,Tighina Departement,,based on nearby landmark,minutes,local area,near the village of Gura Galbena (from which the coordinates are taken),fluvial-lacustrine indet.,,,Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",14/01/2004 10:08,14/01/2004 12:08
380868,occ,,,36143,Aceratherium,genus,43188,Late Miocene,,11.63,5.333,Macarovici,1936,9700,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aceratherium,29.700001,46.599998,MD,Tighina Departement,,based on nearby landmark,minutes,local area,Near Cioburciu village (used as the geographic landmark here),fluvial-lacustrine indet.,,,Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",14/01/2004 10:26,29/06/2023 07:07
380869,occ,,,36143,Dihoplus schleiermacheri,species,104212,Late Miocene,,11.63,5.333,Macarovici,1936,9700,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Dihoplus,29.700001,46.599998,MD,Tighina Departement,,based on nearby landmark,minutes,local area,Near Cioburciu village (used as the geographic landmark here),fluvial-lacustrine indet.,,,Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",14/01/2004 10:26,29/06/2023 07:07
381211,occ,,,36206,Stephanorhinus etruscus,species,54872,Middle Pleistocene,,0.774,0.129,von Koenigswald and Heinrich,1999,9643,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Stephanorhinus,11.316667,51.400002,DE,Sachsen-Anhalt,,stated in text,minutes,,,terrestrial indet.,,,Chibanian,Chibanian,Chibanian,Chibanian,Chibanian,19/01/2004 04:16,19/01/2004 06:16
381237,occ,,,22728,Stephanorhinus etruscus,species,54872,Pleistocene,,2.58,0.0117,von Koenigswald and Heinrich,1999,9643,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Stephanorhinus,11.3833,50.983299,DE,Thuringia,,,4,,,terrestrial indet.,,,-,-,-,"Gelasian, Calabrian, Chibanian, Late Pleistocene","Gelasian, Calabrian, Chibanian, Late Pleistocene",19/01/2004 04:44,19/01/2004 06:44
381409,occ,,,36214,Stephanorhinus,genus,43224,Middle Pleistocene,,0.774,0.129,von Koenigswald and Heinrich,1999,9643,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Stephanorhinus,14.083333,49.933334,CZ,,,stated in text,minutes,,,,,,Chibanian,Chibanian,Chibanian,Chibanian,Chibanian,19/01/2004 06:27,19/01/2004 08:27
381485,occ,,,36219,Stephanorhinus etruscus,species,54872,Middle Pleistocene,,0.774,0.129,von Koenigswald and Heinrich,1999,9643,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Stephanorhinus,14.583333,50.183334,CZ,,,stated in text,minutes,,"25km east of Prague, on the left bank of the River Elbe.",,,,Chibanian,Chibanian,Chibanian,Chibanian,Chibanian,19/01/2004 07:01,19/01/2004 09:01
381508,occ,,,36220,Stephanorhinus etruscus,species,54872,Middle Pleistocene,,0.774,0.129,von Koenigswald and Heinrich,1999,9643,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Stephanorhinus,9.95,49.816666,DE,Bayern,,stated in text,minutes,,"The fossil locality is close to Wuerzburg, at the lower part of the Schalksberg-slope to the Main-river.",,,"A fluvial transport of the fossils can be excluded. They seem to be parautochthonous, gathered by carnivores and maybe early humans.",Chibanian,Chibanian,Chibanian,Chibanian,Chibanian,19/01/2004 07:24,19/01/2004 09:24
382559,occ,12515,,36373,Stephanorhinus etruscus,species,54872,Pleistocene,,2.58,0.0117,O'Regan,2003,9580,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Stephanorhinus,11.3,42.400002,IT,Toscana,Grosseto,based on nearby landmark,1,outcrop,"Monte Argentario, Grosseto province, Italy. Coordinates for nearby Ansedonia.",cave,,"some ""epeirogenic movement"" after deposition",-,-,-,"Gelasian, Calabrian, Chibanian, Late Pleistocene","Gelasian, Calabrian, Chibanian, Late Pleistocene",08/04/2005 04:57,08/04/2005 06:57
384381,occ,,,36583,Rhinoceros,genus,43222,Pleistocene,,2.58,0.0117,Pu and Qian,1977,9810,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,100.940002,24.870001,CN,Yunnan,Yuanmou,estimated from map,2,outcrop,"China,Yunnan province, Yuanmou county,in the Southeast of Yuanmou city, 500 m Northwest of Shangnabang village at the top of a little hill",lacustrine indet.,,,-,-,-,"Gelasian, Calabrian, Chibanian, Late Pleistocene","Gelasian, Calabrian, Chibanian, Late Pleistocene",06/02/2004 05:18,06/02/2004 07:18
384500,occ,,,36586,Rhinoceros sinensis,species,438869,Pleistocene,,2.58,0.0117,Pu and Qian,1977,9810,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,100.940002,24.870001,CN,Yunnan,Yuanmou,estimated from map,2,outcrop,"China, Yunnan province, Yuanmou county, in the Southeast of Yuanmou city, 500 m Northwest of Shangnabang village at the top of a little hill",fluvial-lacustrine indet.,,"alternately fluvial and lacustrine, but predominantly fluvial deposits",-,-,-,"Gelasian, Calabrian, Chibanian, Late Pleistocene","Gelasian, Calabrian, Chibanian, Late Pleistocene",06/02/2004 06:27,06/02/2004 08:27
384527,occ,,,36587,Rhinoceros sinensis,species,438869,Pleistocene,,2.58,0.0117,Pu and Qian,1977,9810,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,100.940002,24.870001,CN,Yunnan,Yuanmou,estimated from map,2,outcrop,"China, Yunnan province, Yuanmou county, in the Southeast of Yuanmou city, 500 m Northwest of Shangnabang village at the top of a little hill",fluvial indet.,,,-,-,-,"Gelasian, Calabrian, Chibanian, Late Pleistocene","Gelasian, Calabrian, Chibanian, Late Pleistocene",06/02/2004 06:58,06/02/2004 08:58
384776,occ,,,36617,Rhinoceros (Ceratorhinus),subgenus,189245,Burdigalian,,20.44,15.98,Zbyszewski,1949,9820,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros (Ceratorhinus),-9.116667,38.716667,PT,Lisbon,Lisbon city,based on nearby landmark,minutes,outcrop,Within the city of Lisbon,fluvial indet.,,,Burdigalian,Burdigalian,Burdigalian,Burdigalian,Burdigalian,08/02/2004 01:54,08/02/2004 03:57
384777,occ,,,36617,Brachypotherium aurelianense,species,438843,Burdigalian,,20.44,15.98,Zbyszewski,1949,9820,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Brachypotherium,-9.116667,38.716667,PT,Lisbon,Lisbon city,based on nearby landmark,minutes,outcrop,Within the city of Lisbon,fluvial indet.,,,Burdigalian,Burdigalian,Burdigalian,Burdigalian,Burdigalian,08/02/2004 01:54,08/02/2004 03:54
384784,occ,,,36621,Brachypotherium aurelianense,species,438843,Burdigalian,,20.44,15.98,Zbyszewski,1949,9820,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Brachypotherium,-9.116667,38.733334,PT,Lisbon,Lisbon city,based on nearby landmark,minutes,outcrop,"In the town of Lumiar, Lisbon City",estuary/bay,,,Burdigalian,Burdigalian,Burdigalian,Burdigalian,Burdigalian,08/02/2004 02:31,08/02/2004 04:31
384785,occ,,,36621,Diceratherium,genus,43198,Burdigalian,,20.44,15.98,Zbyszewski,1949,9820,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Diceratherium,-9.116667,38.733334,PT,Lisbon,Lisbon city,based on nearby landmark,minutes,outcrop,"In the town of Lumiar, Lisbon City",estuary/bay,,,Burdigalian,Burdigalian,Burdigalian,Burdigalian,Burdigalian,08/02/2004 02:31,08/02/2004 04:31
384800,occ,,,36628,Brachypotherium aurelianense,species,438843,Burdigalian,,20.44,15.98,Zbyszewski,1949,9820,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Brachypotherium,-9.116667,38.716667,PT,Lisbon,lisbon city,based on nearby landmark,minutes,outcrop,"In the town of Arieiro, Lisbon city.",estuary/bay,,,Burdigalian,Burdigalian,Burdigalian,Burdigalian,Burdigalian,08/02/2004 03:24,08/02/2004 05:24
384801,occ,,,36628,Diceratherium,genus,43198,Burdigalian,,20.44,15.98,Zbyszewski,1949,9820,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Diceratherium,-9.116667,38.716667,PT,Lisbon,lisbon city,based on nearby landmark,minutes,outcrop,"In the town of Arieiro, Lisbon city.",estuary/bay,,,Burdigalian,Burdigalian,Burdigalian,Burdigalian,Burdigalian,08/02/2004 03:24,08/02/2004 05:24
384817,occ,,,36631,Brachypotherium aurelianense,species,438843,Burdigalian,,20.44,15.98,Zbyszewski,1949,9820,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Brachypotherium,-9.116667,38.716667,PT,Lisbon,lisbon city,based on nearby landmark,minutes,outcrop,"In the town of Arieiros, Lisbon city",estuary/bay,,,Burdigalian,Burdigalian,Burdigalian,Burdigalian,Burdigalian,08/02/2004 03:42,08/02/2004 05:42
384818,occ,,,36631,Diceratherium,genus,43198,Burdigalian,,20.44,15.98,Zbyszewski,1949,9820,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Diceratherium,-9.116667,38.716667,PT,Lisbon,lisbon city,based on nearby landmark,minutes,outcrop,"In the town of Arieiros, Lisbon city",estuary/bay,,,Burdigalian,Burdigalian,Burdigalian,Burdigalian,Burdigalian,08/02/2004 03:42,08/02/2004 05:42
384836,occ,,,36633,Brachypotherium aurelianense,species,438843,Burdigalian,,20.44,15.98,Zbyszewski,1949,9820,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Brachypotherium,-9.116667,38.716667,PT,Lisbon,Lisbon city,based on nearby landmark,minutes,outcrop,"In the town of Pote d'Agua, Lisbon city",estuary/bay,,,Burdigalian,Burdigalian,Burdigalian,Burdigalian,Burdigalian,08/02/2004 07:01,08/02/2004 09:01
385018,occ,,,36668,Urtinotherium parvum,species,345787,Middle Eocene,,47.8,37.71,Chow,1958,60029,Chordata,Mammalia,Perissodactyla,Paraceratheriidae,Urtinotherium,103.330002,24.76,CN,Yunnan,Lunan,estimated from map,2,local area,"China, Yunnan province, Lunan, Banqiao parish, Anren village;\r\nthe coordinates describe the location of Lunan city",terrestrial indet.,,,Lutetian,-,Lutetian,Lutetian,"Lutetian, Bartonian",09/02/2004 08:32,01/08/2016 10:13
385584,occ,,,36729,Rhinoceros sinensis,species,438869,Late Pleistocene,,0.129,0.0117,Wang et al.,1982,9836,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,109.716667,28.316668,CN,Hunan,Jishou,estimated from map,minutes,outcrop,"Coordinates are taken from Jishou city.\nChina, Hunan province, Jishou county, Luosixuan cave (the excursionpoint 78036 of the Institute of Vertebrate Palaeontology and Palaeoanthropology); Luosixuan cave is located about 2-3 km to the West of Jishou city. The place is surrounded by mountains and not far away is the Donghe river flowing, which is tributary to the Yuanjiang river.",cave,,,Late Pleistocene,Late Pleistocene,Late Pleistocene,Late Pleistocene,Late Pleistocene,11/02/2004 08:35,11/02/2004 10:35
385598,occ,,,36730,Rhinoceros sinensis,species,438869,Late Pleistocene,,0.129,0.0117,Wang et al.,1982,9836,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,109.716667,28.316668,CN,Hunan,Jishou,estimated from map,minutes,outcrop,"Coordinates are taken from Jishou city.\nChina, Hunan province, Jishou county, Luosixuan cave (the excursionpoint 78036 of the Institute of Vertebrate Palaeontology and Palaeoanthropology); Luosixuan cave is located about 2-3 km to the West of Jishou city. The place is surrounded by mountains and not far away is the Donghe river flowing, which is tributary to the Yuanjiang river.",cave,,,Late Pleistocene,Late Pleistocene,Late Pleistocene,Late Pleistocene,Late Pleistocene,11/02/2004 08:40,11/02/2004 10:40
386029,occ,,,36819,Rhinoceros sinensis,species,438869,Early Pleistocene,,2.58,0.774,Wang et al.,1982,9836,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,109.669998,28.700001,CN,Hunan,Baojing,estimated from map,1,small collection,"Coordinates based on Baojing city.\nChina, Hunan province, Baojing county, Wuling mountain range, Longxi commune, Yaoba brigade, a cave in Dongpaoshan (mountain); from Baojing city about seven km in NNE direction; the cave is located in a distance of more than 500 m from the Xishui river, which is tributary to Yuanjiang river; the public road from Baojing to Yongshun leads along the southeastern side of Dongpaoshan mountain; the fossils' cave is situated half way to the top of the mountain.",cave,,"The cave is small: 4 m deep, 7 m broad, 2 m high.",Calabrian,-,Calabrian,"Gelasian, Calabrian","Gelasian, Calabrian",17/02/2004 05:17,17/02/2004 07:17
386518,occ,,,36868,Rhinoceros sinensis,species,438869,Middle Pleistocene,Late Pleistocene,0.774,0.0117,Ye and Yan,1975,9871,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,118.866669,31.683332,CN,Anhui,,estimated from map,seconds,small collection,"There are a lot of Tongshan (copper mountains) in Anhui province, and in the article there is no specific city or county mentioned, so the coordinates I took are without any certainty; an other possibility is: 30°27'21''N and 117°16'38''E, but I prefere the first one, because it is nearer to the Changjiang river. But maybe it is another Tongshan...\nDescribtion from the text: \nChina, Anhui province, Wannan prefecture (Wannan means southern Anhui), Tongshan (copper mountain); Tongshan is about 15 km to the south of Changjiang (Yangzekiang) river; the fossil locality of Tongshan is a cave near the northern wall of a cement factory.\n",karst indet.,,It is not quite clear if the fossil locality is a cave or a fissure.,Chibanian,-,Chibanian,"Chibanian, Late Pleistocene","Chibanian, Late Pleistocene",18/02/2004 07:28,18/02/2004 09:28
387141,occ,,,36984,Eggysodon,genus,43151,Early Oligocene,,33.9,27.82,Groessens-Van Dyck and Schleich,1985,9890,Chordata,Mammalia,Perissodactyla,Eggysodontidae,Eggysodon,10.683333,48.799999,DE,,,based on nearby landmark,minutes,local area,"The coordinates of the excavation site are characterized as follows\r\naccording to Trischler and Winkler [1968] (op. cit.): feuille [?layer] 7230\r\nDonauworth, R 04450/H06900. Fig. 1 (ref. 9890) places Ronheim on the southeast rim of the Ries Impact Krater in southern Germany. ",lacustrine indet.,,"Interpreted as ""a field of fresh water (Lake, mud pit).""",Rupelian,Rupelian,Rupelian,Rupelian,Rupelian,21/02/2004 14:55,11/01/2017 09:55
387142,occ,,,36984,Ronzotherium filholi,species,347518,Early Oligocene,,33.9,27.82,Groessens-Van Dyck and Schleich,1985,9890,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ronzotherium,10.683333,48.799999,DE,,,based on nearby landmark,minutes,local area,"The coordinates of the excavation site are characterized as follows\r\naccording to Trischler and Winkler [1968] (op. cit.): feuille [?layer] 7230\r\nDonauworth, R 04450/H06900. Fig. 1 (ref. 9890) places Ronheim on the southeast rim of the Ries Impact Krater in southern Germany. ",lacustrine indet.,,"Interpreted as ""a field of fresh water (Lake, mud pit).""",Rupelian,Rupelian,Rupelian,Rupelian,Rupelian,21/02/2004 14:55,11/01/2017 09:55
